Module,Submodule,Parent ID,Test Case #,Scenario,Precondition,Test Data,Test steps,Expected Result,Labels,Priority,Automation Status,Countries applicable,Partners applicable,Automation mapped TC
Adyen Apple Pay,Apple Pay Web,AP-WEB,AP-WEB-052,Wallet + Apple Pay - Concurrent Transaction Prevention,"- UK merchant pointed to Adyen
- Apple Pay enabled
- Wallet feature enabled
- Customer wallet: £80.00
- Safari browser
- Test concurrent transaction attempts
- WALLET_RECHARGE_AGAINST_ORDER enabled","- UK merchant credentials
- Total: £120.00 (Transaction A)
- Another transaction: £100.00 (Transaction B)
- Wallet: £80.00
- Attempt both simultaneously
- Payload: ""WALLET_RECHARGE_AGAINST_ORDER"": true","1. Open two browser windows
2. Start Transaction A (£120.00)
3. Wallet shows £80.00
4. Start Transaction B (£100.00) concurrently
5. Wallet shows £80.00 in both
6. Complete Transaction A first
7. Attempt to complete Transaction B
8. Verify wallet locking mechanism","- Concurrent transaction handled correctly
- Database verification:
  1. Transaction A (completed first):
     -> wallet_transactions: £80.00 debited
     -> Wallet balance: £0.00
     -> Status: ""success""
  
  2. Transaction B (attempted second):
     -> Wallet lock detected
     -> Insufficient wallet balance (now £0.00)
     -> Transaction fails OR
     -> Requires full Apple Pay amount (£100.00)
     -> Error: ""Wallet balance already used""
  
  3. Locking mechanism:
     -> Row-level lock on wallet_balance table
     -> Transaction isolation enforced
     -> First transaction wins
     -> Second transaction sees updated balance
  
  4. wallet_locks table:
     -> Lock acquired by Transaction A
     -> Lock released after completion
     -> Transaction B checks balance after lock release
  
- Prevention mechanisms:
  -> Database row locking
  -> Transaction serialization
  -> Balance validation before debit
  -> Idempotency keys
  
- User B sees error: ""Wallet balance insufficient""
- User B must pay full £100.00 via Apple Pay
- No double-spending of wallet funds
- Data integrity maintained",wallet_applepay_combo;wallet_recharge;concurrent_transactions;wallet_locking;data_integrity;region_uk;currency_gbp;safari_only,Critical,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Refunds,AP-REFUND,AP-REFUND-004,Wallet + Apple Pay - Partial Refund Scenario,"- UK merchant pointed to Adyen
- Apple Pay enabled
- Wallet feature enabled
- Customer wallet: £50.00
- Safari browser
- Previous payment completed
- WALLET_RECHARGE_AGAINST_ORDER enabled
- Refund initiated","- UK merchant credentials
- Original payment: £150.00
  -> Wallet used: £50.00
  -> Apple Pay used: £100.00
- Refund amount: £75.00 (partial)
- Refund reason: ""Order partially cancelled""
- Payload: ""WALLET_RECHARGE_AGAINST_ORDER"": true (original)","1. Original payment completed:
   - Total: £150.00
   - Wallet: £50.00
   - Apple Pay: £100.00
2. Merchant initiates partial refund: £75.00
3. System calculates refund distribution:
   - Option A: Proportional split
   - Option B: Priority to wallet or gateway
4. Process refund
5. Verify database and wallet balance","- Partial refund processed successfully
- Database verification:
  1. Original payment:
     -> payments table: total=150.00, wallet=50.00, applepay=100.00
  
  2. Refund entry:
     -> refunds table:
        -> refund_id: unique
        -> original_payment_id: linked
        -> refund_amount: 75.00
        -> refund_distribution_method: ""proportional"" or ""priority""
  
  3. Refund Distribution (Proportional Method):
     -> Wallet portion: 50/150 = 33.33%
     -> ApplePay portion: 100/150 = 66.67%
     -> Wallet refund: £75.00 × 33.33% = £25.00
     -> ApplePay refund: £75.00 × 66.67% = £50.00
  
  4. wallet_transactions table:
     -> Credit entry: +25.00
     -> Transaction type: ""refund""
     -> Reference: original payment_id
     -> New balance: Original + 25.00
  
  5. gateway_request_log (Adyen refund):
     -> Refund request to Adyen: £50.00
     -> psp_reference: Adyen refund reference
     -> Status: ""success""
     -> Original psp_reference: linked
  
  6. payment_breakdown updates:
     -> Wallet: 50.00 (original) → 25.00 (net after refund)
     -> ApplePay: 100.00 (original) → 50.00 (net after refund)
  
- Customer wallet credited: £25.00
- Apple Pay card refunded: £50.00
- Dashboard shows partial refund
- Refund notification sent
- Settlement adjusted accordingly",wallet_applepay_combo;wallet_recharge;partial_refund;refund_distribution;region_uk;currency_gbp,Critical,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Refunds,AP-REFUND,AP-REFUND-005,Wallet + Apple Pay - Full Refund Scenario,"- UK merchant pointed to Adyen
- Apple Pay enabled
- Wallet feature enabled
- Customer wallet: £70.00
- Previous payment completed
- WALLET_RECHARGE_AGAINST_ORDER enabled
- Full refund initiated","- UK merchant credentials
- Original payment: £200.00
  -> Wallet: £70.00
  -> Apple Pay: £130.00
- Refund amount: £200.00 (full)
- Refund reason: ""Order cancelled""
- Payload: ""WALLET_RECHARGE_AGAINST_ORDER"": true","1. Original payment completed:
   - Total: £200.00
   - Wallet: £70.00
   - Apple Pay: £130.00
2. Merchant initiates full refund
3. Process full refund to both sources
4. Verify wallet credit and Adyen refund","- Full refund processed
- Database verification:
  1. refunds table:
     -> refund_amount: 200.00
     -> refund_type: ""full""
  
  2. wallet_transactions:
     -> Credit: +70.00
     -> Transaction type: ""refund""
     -> Wallet balance increased by £70.00
  
  3. gateway_request_log:
     -> Adyen refund request: £130.00
     -> Refund status: ""success""
     -> Full ApplePay amount refunded
  
  4. payments table:
     -> payment_status: ""refunded""
     -> refund_amount: 200.00
     -> wallet_refunded: 70.00
     -> applepay_refunded: 130.00
  
- Wallet credited: £70.00
- Apple Pay refunded: £130.00
- Full transaction reversed
- Customer notified
- Dashboard shows full refund",wallet_applepay_combo;wallet_recharge;full_refund;refund_distribution;region_uk;currency_gbp,Critical,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Web,AP-WEB,AP-WEB-053,Wallet + Apple Pay - Wallet Recharge After Transaction,"- UK merchant pointed to Adyen
- Apple Pay enabled
- Wallet feature enabled
- Customer wallet: £20.00 (low balance)
- Safari browser
- Wallet recharge feature available
- WALLET_RECHARGE_AGAINST_ORDER enabled","- UK merchant credentials
- Current wallet: £20.00
- Transaction: £100.00
- User wants to recharge wallet first
- Recharge amount: £50.00
- Then use wallet + Apple Pay
- Payload: ""WALLET_RECHARGE_AGAINST_ORDER"": true","1. User checks wallet: £20.00
2. User selects ""Recharge Wallet""
3. User recharges £50.00 via Apple Pay
4. New wallet balance: £70.00
5. Proceed with main transaction (£100.00)
6. Apply £70.00 from wallet
7. Pay remaining £30.00 via Apple Pay
8. Verify both transactions","- Wallet recharge and payment both successful
- Database verification:
  1. Recharge Transaction:
     -> wallet_transactions:
        -> Credit: +50.00
        -> Transaction type: ""recharge""
        -> Payment method: ""ApplePay""
        -> psp_reference: Adyen ref for recharge
     -> payments table:
        -> Separate payment entry for recharge
        -> amount: 50.00, type: ""wallet_recharge""
  
  2. Main Transaction:
     -> wallet_transactions:
        -> Debit: -70.00
        -> New balance: 0.00
     -> payments table:
        -> total: 100.00
        -> wallet: 70.00
        -> applepay: 30.00
        -> WALLET_RECHARGE_AGAINST_ORDER: true
     -> payment_breakdown:
        -> Wallet: 70.00
        -> ApplePay: 30.00
  
  3. Total Apple Pay charges:
     -> Recharge: £50.00
     -> Remaining payment: £30.00
     -> Total Adyen: £80.00
  
- Two separate Adyen transactions
- Wallet recharged successfully
- Main payment completed
- Dashboard shows both transactions
- Customer can recharge anytime",wallet_applepay_combo;wallet_recharge;wallet_topup;recharge_feature;region_uk;currency_gbp;safari_only,High,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Web,AP-WEB,AP-WEB-054,Wallet + Apple Pay - Missing WALLET_RECHARGE_AGAINST_ORDER Key (Negative Test),"- UK merchant pointed to Adyen
- Apple Pay enabled
- Wallet feature available
- Customer wallet: £60.00
- Safari browser
- WALLET_RECHARGE_AGAINST_ORDER: NOT included in payload","- UK merchant credentials
- Total: £150.00
- Wallet: £60.00
- Apple Pay: £90.00
- Payload: MISSING ""WALLET_RECHARGE_AGAINST_ORDER"" key
- Test negative scenario","1. Open new card page (£150.00)
2. Wallet balance £60.00 visible but NOT applied automatically
3. System should detect missing key
4. Expected behavior:
   - Option A: Show error message
   - Option B: Apply wallet by default
   - Option C: Only show Apple Pay (full amount)
5. Verify system behavior","- Expected behavior depends on business logic
- Scenario A (Strict validation):
  -> Error: ""WALLET_RECHARGE_AGAINST_ORDER key missing""
  -> Transaction blocked
  -> User must include key to proceed
  
- Scenario B (Optional key):
  -> Wallet NOT automatically applied
  -> Apple Pay shows full £150.00
  -> User pays full amount via Apple Pay
  -> Wallet balance unchanged
  -> Database:
     -> payments: total=150.00, wallet=0.00, applepay=150.00
     -> WALLET_RECHARGE_AGAINST_ORDER: false or null
  
- Scenario C (Default wallet usage):
  -> System applies wallet by default even without key
  -> Wallet: £60.00, ApplePay: £90.00
  -> Key presence not mandatory
  
- Test validates:
  -> Key requirement enforcement
  -> Error handling
  -> Default behavior without key
  -> Business rule compliance
  
- Dashboard shows transaction handling
- Logs record missing key scenario",wallet_applepay_combo;wallet_recharge;negative_test;missing_key;validation;region_uk;currency_gbp;safari_only,High,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Error Handling,AP-ERROR,AP-ERROR-012,Wallet + Apple Pay - Invalid WALLET_RECHARGE_AGAINST_ORDER Value (Negative Test),"- UK merchant pointed to Adyen
- Apple Pay enabled
- Wallet feature enabled
- Customer wallet: £55.00
- Safari browser
- WALLET_RECHARGE_AGAINST_ORDER: Invalid value","- UK merchant credentials
- Total: £120.00
- Wallet: £55.00
- Apple Pay: £65.00
- Payload: ""WALLET_RECHARGE_AGAINST_ORDER"": ""invalid_value""
- Test invalid key value","1. Open new card page (£120.00)
2. Payload contains invalid value for key:
   - ""WALLET_RECHARGE_AGAINST_ORDER"": ""yes""
   - OR ""WALLET_RECHARGE_AGAINST_ORDER"": 123
   - OR ""WALLET_RECHARGE_AGAINST_ORDER"": null
3. System validates key value
4. Expected validation error
5. Verify error handling","- Validation error expected
- Expected behavior:
  1. Strict validation:
     -> Error: ""Invalid value for WALLET_RECHARGE_AGAINST_ORDER""
     -> Expected: boolean (true/false)
     -> Received: [invalid_value]
     -> Transaction blocked
  
  2. Type coercion:
     -> System converts to boolean
     -> ""yes"" → true, ""no"" → false
     -> 1 → true, 0 → false
     -> Proceeds with wallet usage
  
  3. Default behavior:
     -> Treats invalid as false
     -> Wallet not applied
     -> Full Apple Pay payment
  
- Database verification:
  -> Error log:
     -> validation_errors table
     -> Error type: ""invalid_parameter_value""
     -> Parameter: ""WALLET_RECHARGE_AGAINST_ORDER""
     -> Invalid value logged
  
  -> If transaction blocked:
     -> No payment entry created
     -> No wallet debit
     -> User sees clear error message
  
  -> If transaction proceeds:
     -> Behavior based on interpreted value
     -> Logs show value coercion/conversion
  
- Test validates:
  -> Input validation
  -> Type checking
  -> Error messaging
  -> Data type enforcement
  
- User guidance on correct format provided",wallet_applepay_combo;wallet_recharge;negative_test;invalid_value;validation;data_type;region_uk;currency_gbp;safari_only,Medium,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Web,AP-WEB,AP-WEB-056,Wallet + Apple Pay - Cross-Browser Compatibility (Chrome/Firefox),"- UK merchant pointed to Adyen
- Apple Pay enabled (Safari requirement)
- Wallet feature enabled
- Customer wallet: £45.00
- Test in Chrome and Firefox
- WALLET_RECHARGE_AGAINST_ORDER enabled","- UK merchant credentials
- Total: £100.00
- Wallet: £45.00
- Apple Pay: £55.00 (Safari only)
- Payload: ""WALLET_RECHARGE_AGAINST_ORDER"": true
- Test browsers: Chrome, Firefox","1. Test in Chrome:
   - Open payment page
   - Wallet balance £45.00 shown
   - Apple Pay button behavior:
     -> May not display (Safari requirement)
     -> Shows ""Safari Required"" message
   - Alternative payment options shown
2. Test in Firefox:
   - Similar behavior to Chrome
   - Wallet visible but Apple Pay unavailable
3. Switch to Safari:
   - Full functionality available
   - Complete wallet + Apple Pay transaction
4. Verify cross-browser behavior","- Cross-browser behavior handled correctly
- Chrome/Firefox:
  -> Wallet balance visible
  -> Can view wallet amount available
  -> Apple Pay button:
     -> Hidden OR
     -> Disabled with message
     -> Message: ""Apple Pay requires Safari browser""
  -> Alternative options:
     -> Use wallet only if sufficient
     -> Other payment methods shown (cards, etc.)
  -> User guided to use Safari for Apple Pay
  
- Safari:
  -> Full functionality
  -> Wallet + Apple Pay works perfectly
  -> Database:
     -> payments: wallet=45.00, applepay=55.00
     -> WALLET_RECHARGE_AGAINST_ORDER: true
     -> browser: ""Safari"" logged
  
- Database verification:
  -> browser_compatibility_log:
     -> Browser type logged
     -> Feature availability tracked
     -> Fallback method used (if applicable)
  
- User experience:
  -> Clear messaging about browser requirements
  -> Seamless fallback options
  -> No confusion about wallet availability
  -> Wallet feature works across all browsers
  -> Apple Pay limitation clearly communicated
  
- Documentation:
  -> Browser compatibility matrix maintained
  -> Known limitations documented
  -> User guidance provided",wallet_applepay_combo;wallet_recharge;cross_browser;compatibility;chrome;firefox;safari;browser_restriction,Medium,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Mobile/API,AP-MOBILE,AP-MOBILE-001,Wallet + Apple Pay - Mobile App iOS Integration,"- UK merchant pointed to Adyen
- Apple Pay TokenPay enabled
- Wallet feature enabled in mobile app
- Customer wallet: £65.00
- FoodHub iOS app
- API: /api/v1/payment/applepay/token
- WALLET_RECHARGE_AGAINST_ORDER enabled","- FoodHub Mobile App (iOS)
- UK merchant credentials
- API endpoint: /api/v1/payment/applepay/token
- Total: £180.00
- Wallet: £65.00
- Apple Pay Token: £115.00
- Payload: 
  {
    ""WALLET_RECHARGE_AGAINST_ORDER"": true,
    ""wallet_amount"": 65.00,
    ""applepay_token"": ""<PKPaymentToken>"",
    ""total_amount"": 180.00
  }","1. User opens FoodHub app
2. Adds items to cart (£180.00)
3. Proceeds to checkout
4. App displays:
   - Total: £180.00
   - Wallet available: £65.00
   - Apple Pay needed: £115.00
5. User confirms payment split
6. App generates Apple Pay sheet for £115.00
7. User authenticates with Face/Touch ID
8. App receives PKPaymentToken
9. App sends API request with:
   - Wallet amount: £65.00
   - Apple Pay token
   - Total amount
   - WALLET_RECHARGE_AGAINST_ORDER: true
10. Backend processes both payments
11. App receives success response
12. Verify database entries","- API Response: HTTP 200 OK
- Response JSON:
  {
    ""status"": ""success"",
    ""order_id"": ""unique_id"",
    ""payment_details"": {
      ""total"": 180.00,
      ""wallet_used"": 65.00,
      ""applepay_charged"": 115.00
    },
    ""psp_reference"": ""<adyen_ref>""
  }

- Database Verification:
  1. wallet_transactions:
     -> Debit: 65.00
     -> Transaction type: ""payment""
     -> Source: ""FoodHub_Mobile_iOS""
  
  2. payments table:
     -> order_id: linked
     -> gross_amount: 180.00
     -> wallet_amount_used: 65.00
     -> applepay_amount: 115.00
     -> payment_method_type: ""Wallet+ApplePay_TokenPay""
     -> WALLET_RECHARGE_AGAINST_ORDER: true
     -> device_type: ""iOS""
     -> app_version: logged
  
  3. gateway_request_log:
     -> digital_wallet_method: ""Apple Pay TokenPay""
     -> payment_provider_id: 5 (Adyen)
     -> psp_reference: Adyen ref for £115.00
     -> encrypted_payment_data: Apple Pay token
  
  4. payment_breakdown:
     -> Wallet: 65.00
     -> ApplePay: 115.00
  
- Mobile app experience:
  -> Payment completes within 2-3 seconds
  -> Success animation shown
  -> Order confirmation displayed
  -> Receipt with payment breakdown
  -> Shows: ""Paid with Wallet (£65) + Apple Pay (£115)""
  
- Merchant dashboard:
  -> Shows mobile app payment
  -> Payment source: ""FoodHub_Mobile_iOS""
  -> Split payment visible
  
- Settlement: £115.00 via Adyen
- Wallet deduction: £65.00 instant",wallet_applepay_combo;wallet_recharge;mobile_app;ios;tokenpay;api_integration;region_uk;currency_gbp,Critical,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Device Compatibility,AP-DEV,AP-DEV-001,Apple Pay Web - iPhone Models Coverage (12/13/14/15 Pro/Max),"- Merchant in UK (country_id: 1) pointed to Adyen
- Apple Pay enabled and provisioned on device
- Safari browser (latest) on iPhone
- Face ID/Touch ID available on device
- Device models: iPhone 12, 13, 14, 15 (including Pro/Pro Max)
- Network: stable Wi‑Fi/4G/5G
- Test user signed into iCloud with Apple Pay wallet","- UK merchant credentials
- Apple Pay wallet with test card provisioned
- Country: United Kingdom
- Currency: GBP
- Amount: £20.00
- Device pool: iPhone 12/13/14/15 (Pro/Pro Max)","1. On each iPhone model, open Safari new card page
2. Verify Apple Pay button renders
3. Start Apple Pay sheet; authenticate with Face ID/Touch ID
4. Complete Apple Pay payment for £20.00
5. Capture order_id and device model used
6. Repeat across all listed iPhone models","- Apple Pay button visible on all tested iPhones
- Payment succeeds on each model
- Database:
  -> gateway_request_log: device_model set (e.g., iPhone15,4)
  -> payments: device_type=iOS, model captured if logged
- Face ID/Touch ID works per device capability
- Dashboard shows successful payments per device
- No model-specific regressions observed",applepay_web_adyen;applepay_web;device_coverage;iphone;face_id;touch_id;compatibility;region_uk;currency_gbp,High,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Device Compatibility,AP-DEV,AP-DEV-002,Apple Pay Web - iPad Coverage (Air/Pro/Mini),"- Merchant in UK (country_id: 1) pointed to Adyen
- Apple Pay enabled on iPad with Touch ID/Face ID (if present)
- Safari browser on iPadOS
- Device models: iPad Air (latest), iPad Pro (11/12.9), iPad Mini (latest)
- Network: stable Wi‑Fi
- Test user signed into iCloud with Apple Pay wallet","- UK merchant credentials
- Apple Pay wallet with test card provisioned
- Country: United Kingdom
- Currency: GBP
- Amount: £30.00
- Device pool: iPad Air/Pro/Mini","1. On each iPad model, open Safari new card page
2. Verify Apple Pay button renders on iPad layout
3. Trigger Apple Pay sheet; authenticate (Face ID/Touch ID/passcode)
4. Complete Apple Pay payment for £30.00
5. Capture order_id and device model used
6. Repeat for Air, Pro, Mini","- Apple Pay available on supported iPads
- Payment succeeds on each iPad model
- Database logs device_type=iPad/iOS where captured
- Authentication prompt aligns to device capability
- Dashboard shows successful payments per iPad model
- No tablet-specific UI or flow issues",applepay_web_adyen;applepay_web;device_coverage;ipad;tablet;compatibility;region_uk;currency_gbp,Medium,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Device Compatibility,AP-DEV,AP-DEV-003,Apple Pay Web - iOS Version Compatibility (iOS 14/15/16/17),"- Merchant in UK (country_id: 1) pointed to Adyen
- Apple Pay provisioned on devices running iOS 14, 15, 16, 17
- Safari browser version matching OS
- Face ID/Touch ID available as per device
- Network stable","- UK merchant credentials
- Apple Pay wallet with test card
- Country: United Kingdom
- Currency: GBP
- Amount: £25.00
- Device/OS matrix: iPhone/iPad on iOS 14, 15, 16, 17","1. For each iOS version (14-17), open Safari new card page
2. Confirm Apple Pay button loads without deprecation warnings
3. Complete Apple Pay payment for £25.00
4. Record OS version and device used
5. Verify callbacks/webhooks received
6. Repeat across OS versions","- Apple Pay works on iOS 14/15/16/17
- Payment successful on each version
- No Safari/Apple Pay API incompatibility errors
- Database:
  -> gateway_request_log: captures request per OS version
  -> payments: status authorised, correct currency/amount
- Dashboard shows successful payments across OS matrix
- Confirms backward compatibility for supported iOS versions",applepay_web_adyen;applepay_web;ios_version;compatibility;regression;region_uk;currency_gbp,High,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay - Partner Split Commission,AP-PARTNER-SPLIT,AP-PARTNER-SPLIT-001,Apple Pay Sale – FASTFOOD Partner with Own Split Type Succeeds,"- Merchant pointed to Adyen
- Apple Pay enabled in digital_wallet_visibility_rules
- FASTFOOD API key configured
- Provider-specific split type exists for FASTFOOD (id=102, 'Fastfood Delivery Fee', provider='FASTFOOD')
- Must test on Safari browser","- api_token: FASTFOOD_KEY
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- split_fee: [{type_id: 102, partner_merchant_id: <fastfood_partner_merchant_id>, value_type: 'amount', value: 5.00}]
- redirect_url: https://merchant.example/success","1. Open Apple Pay checkout page for FASTFOOD partner in Safari browser.
2. Verify Apple Pay button displayed.
3. Click Apple Pay button and complete payment flow.
4. Verify transaction approved with split_fee containing type_id 102.
5. Query payments table and verify transaction_status_id=1.
6. Query payments_split_commission table and verify split entry for type_id 102.","1. Apple Pay sale with FASTFOOD-specific split type (type_id=102) succeeds.
2. Payment table: transaction_status_id=1, split_payment_flag=1, psp_reference populated.
3. payments_split_commission table contains:
   - commission_type_id = 102
   - commission_type = 'Fastfood Delivery Fee'
   - amount = 5.00
   - payment_id links to successful payment
4. gateway_request_log shows Apple Pay payment method.
5. Webhook delivered with payment_success status.",applepay_partner_split;fastfood;split_commission,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay - Partner Split Commission,AP-PARTNER-SPLIT,AP-PARTNER-SPLIT-002,Apple Pay Sale – EDININGEXPRESS Partner with Own Split Type Succeeds,"- Merchant pointed to Adyen
- Apple Pay enabled in digital_wallet_visibility_rules
- EDININGEXPRESS API key configured
- Provider-specific split type exists for EDININGEXPRESS (id=104, 'Edining Delivery Fee', provider='EDININGEXPRESS')
- Must test on Safari browser","- api_token: EDININGEXPRESS_KEY
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- split_fee: [{type_id: 104, partner_merchant_id: <edining_partner_merchant_id>, value_type: 'amount', value: 7.50}]
- redirect_url: https://merchant.example/success","1. Open Apple Pay checkout page for EDININGEXPRESS partner in Safari browser.
2. Verify Apple Pay button displayed.
3. Click Apple Pay button and complete payment flow.
4. Verify transaction approved with split_fee containing type_id 104.
5. Query payments table and verify transaction_status_id=1.
6. Query payments_split_commission table and verify split entry for type_id 104.","1. Apple Pay sale with EDININGEXPRESS-specific split type (type_id=104) succeeds.
2. Payment table: transaction_status_id=1, split_payment_flag=1, psp_reference populated.
3. payments_split_commission table contains:
   - commission_type_id = 104
   - commission_type = 'Edining Delivery Fee'
   - amount = 7.50
   - payment_id links to successful payment
4. gateway_request_log shows Apple Pay payment method.
5. Webhook delivered with payment_success status.",applepay_partner_split;edining;split_commission,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay - Partner Split Commission,AP-PARTNER-SPLIT,AP-PARTNER-SPLIT-003,Apple Pay Sale – FASTFOOD Partner Uses Global Split Type Succeeds,"- Merchant pointed to Adyen
- Apple Pay enabled
- FASTFOOD API key configured
- Global split type exists (id=3, 'Delivery Fee Restaurant', provider=NULL)
- Must test on Safari browser","- api_token: FASTFOOD_KEY
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £80.00
- split_fee: [{type_id: 3, partner_merchant_id: <fastfood_partner_merchant_id>, value_type: 'percentage', value: 5.00}]
- redirect_url: https://merchant.example/success","1. Open Apple Pay checkout page for FASTFOOD partner.
2. Complete Apple Pay payment flow with global split type_id 3.
3. Verify transaction approved.
4. Query payments_split_commission table and verify split entry for global type_id 3.","1. Apple Pay sale with global split type (type_id=3, provider=NULL) succeeds for FASTFOOD.
2. Payment table: transaction_status_id=1, split_payment_flag=1.
3. payments_split_commission table contains:
   - commission_type_id = 3
   - commission_type = 'Delivery Fee Restaurant'
   - amount = 4.00 (5% of 80.00)
4. Global types available to all partners.",applepay_partner_split;fastfood;global_split,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay - Partner Split Commission,AP-PARTNER-SPLIT,AP-PARTNER-SPLIT-004,Apple Pay Sale – EDININGEXPRESS Uses FASTFOOD Split Type Rejected,"- Merchant pointed to Adyen
- Apple Pay enabled
- EDININGEXPRESS API key configured
- FASTFOOD-specific split type exists (id=102, provider='FASTFOOD')
- Must test on Safari browser","- api_token: EDININGEXPRESS_KEY
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- split_fee: [{type_id: 102, partner_merchant_id: <edining_partner_merchant_id>, value_type: 'amount', value: 5.00}]
- redirect_url: https://merchant.example/success","1. Open Apple Pay checkout page for EDININGEXPRESS partner.
2. Attempt Apple Pay payment with split_fee containing type_id 102 (FASTFOOD-specific).
3. Verify transaction is rejected before authorization.","1. Apple Pay sale for EDININGEXPRESS using FASTFOOD split type_id 102 is rejected.
2. API responds with 400 Bad Request: 'Invalid type_id 102 for provider EDININGEXPRESS'.
3. No payments_split_commission record created.
4. No payment record created / transaction not approved.
5. Cross-partner split type usage blocked.",applepay_partner_split;edining;cross_provider_negative,P0,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay - Partner Split Commission,AP-PARTNER-SPLIT,AP-PARTNER-SPLIT-005,Apple Pay Sale – Partner Uses Soft-Deleted Split Type Rejected,"- Merchant pointed to Adyen
- Apple Pay enabled
- FASTFOOD API key configured
- Soft-deleted split type exists (id=108, provider='FASTFOOD', delete_status=1)
- Must test on Safari browser","- api_token: FASTFOOD_KEY
- Country: United Kingdom
- Currency: GBP
- Transaction amount: £100.00
- split_fee: [{type_id: 108, partner_merchant_id: <fastfood_partner_merchant_id>, value_type: 'amount', value: 3.00}]
- redirect_url: https://merchant.example/success","1. Open Apple Pay checkout page for FASTFOOD partner.
2. Attempt Apple Pay payment with split_fee containing type_id 108 (soft-deleted).
3. Verify transaction is rejected before authorization.","1. Apple Pay sale for FASTFOOD using soft-deleted split type_id 108 is rejected.
2. API responds with 400 Bad Request: 'Split commission type not found or deleted'.
3. No payments_split_commission record created.
4. No payment record created.
5. Soft-deleted types (delete_status=1) correctly excluded.",applepay_partner_split;fastfood;deleted_negative,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Reversal,AP-REVERSAL,AP-REVERSAL-001,Apple Pay Sale Reversal - Void Before Settlement,"- Merchant in UK pointed to Adyen
- Apple Pay enabled
- Successful Apple Pay sale completed (status=1)","Completed sale: amount=15.00 GBP, transaction_status_id=1, xref=[unique_xref]","1. Verify successful Apple Pay sale with status=1.
2. Call reversal/void API within the settlement window.
3. Verify reversal API returns success.
4. Query payment table and verify refund_status or void_status updated.
5. Check audit_log for reversal event.
6. Verify webhook: CANCELLATION or void event sent.","1. Reversal API returns success.
2. Payment table: void/reversal status recorded.
3. Audit_log: Sale (status=1) → Reversal event.
4. Webhook: CANCELLATION event with xref.",apple_pay_reversal,P1,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Refunds,AP-REFUND-CYCLE,AP-REFUND-CYCLE-001,Apple Pay Full Refund After Successful Sale,"- Merchant in UK pointed to Adyen
- Successful Apple Pay sale completed (status=1)
- captured_amount=15.00 GBP","Sale: amount=15.00 GBP, transaction_status_id=1; Refund: 15.00 GBP","1. Verify Apple Pay sale with status=1 and captured_amount=15.00.
2. Call refund API with amount=15.00.
3. Verify refund API returns success.
4. Query refund table and verify refunded_amount=15.00.
5. Verify webhook: REFUND event sent.
6. Check audit_log for refund event.","1. Refund API success.
2. Refunded_amount: 15.00.
3. Webhook: REFUND event.
4. Audit_log: Refund event recorded.",apple_pay_refund,P0,Can't be automated,"AU, UK, US",YES,NA
Adyen Apple Pay,Apple Pay Refunds,AP-REFUND-CYCLE,AP-REFUND-CYCLE-002,Apple Pay Partial Refund After Successful Sale,"- Merchant in UK pointed to Adyen
- Apple Pay sale completed with status=1
- captured_amount=30.00 GBP","Sale: amount=30.00 GBP, transaction_status_id=1; Partial refund: 10.00 GBP","1. Verify Apple Pay sale with status=1 and captured_amount=30.00.
2. Call refund API with amount=10.00.
3. Verify refund success.
4. Verify refunded_amount=10.00 and remaining balance=20.00.
5. Verify further refund up to £20.00 is still possible.","1. Refund API success.
2. Partial refunded_amount: 10.00.
3. Remaining refundable balance: 20.00.
4. Webhook: partial REFUND event.",apple_pay_refund,P1,Can't be automated,"AU, UK, US",YES,NA
